,Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,id,name,pokedex_id,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_fn
618,Manectric,Electric,Discharge Pokémon,1.5 m (4′11″),40.2 kg (88.6 lbs),"1. Static, 2. Lightning Rod, Minus (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,60,112,240,105,193,339,60,112,240,105,193,339,manectric,398.0,Manectric,310.0,Electric,,Yellow,Quadruped,False,False,False,False,False,['310']
619,Mega Manectric,Electric,Discharge Pokémon,1.8 m (5′11″),44.0 kg (97.0 lbs),1. Intimidate,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),201,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,80,148,284,135,247,405,80,148,284,135,247,405,mega manectric,,,,,,,,,,,,,
620,Mankey,Fighting,Pig Monkey Pokémon,0.5 m (1′08″),28.0 kg (61.7 lbs),"1. Vital Spirit, 2. Anger Point, Defiant (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,80,148,284,35,67,185,35,67,185,45,85,207,70,130,262,mankey,93.0,Mankey,56.0,Fighting,,Brown,Upright,False,False,False,False,False,['56']
621,Mantine,"Water, Flying",Kite Pokémon,2.1 m (6′11″),220.0 kg (485.0 lbs),"1. Swift Swim, 2. Water Absorb, Water Veil (hidden ability)",2 Sp. Def,"25 (3.3% with PokéBall, full HP)",50 (normal),170,Slow,Water 1,"50% male, 50% female","25 (6,169–6,425 steps)",85,280,374,40,76,196,70,130,262,80,148,284,140,256,416,70,130,262,mantine,302.0,Mantine,226.0,Water,Flying,Purple,Wings,False,False,False,False,False,['226']
622,Mantyke,"Water, Flying",Kite Pokémon,1.0 m (3′03″),65.0 kg (143.3 lbs),"1. Swift Swim, 2. Water Absorb, Water Veil (hidden ability)",1 Sp. Def,"25 (3.3% with PokéBall, full HP)",50 (normal),69,Slow,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,20,40,152,50,94,218,60,112,240,120,220,372,50,94,218,mantyke,571.0,Mantyke,458.0,Water,Flying,Blue,Wings,False,False,False,False,False,['458']
623,Maractus,Grass,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"1. Water Absorb, 2. Chlorophyll, Storm Drain (hidden ability)",2 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,86,159,298,67,125,256,106,195,342,67,125,256,60,112,240,maractus,684.0,Maractus,556.0,Grass,,Green,Blob,False,False,False,False,False,['556']
624,Mareanie,"Poison, Water",Brutal Star Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"1. Merciless, 2. Limber, Regenerator (hidden ability)",1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,62,116,245,43,81,203,52,98,223,45,85,207,mareanie,911.0,Mareanie,747.0,Poison,Water,Blue,Blob,False,False,False,False,False,['747']
625,Mareep,Electric,Wool Pokémon,0.6 m (2′00″),7.8 kg (17.2 lbs),"1. Static, Plus (hidden ability)",1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),56,Medium Slow,"Field, Monster","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,40,76,196,40,76,196,65,121,251,45,85,207,35,67,185,mareep,249.0,Mareep,179.0,Electric,,White,Quadruped,False,False,False,False,False,['179']
626,Marill,"Water, Fairy",Aqua Mouse Pokémon,0.4 m (1′04″),8.5 kg (18.7 lbs),"1. Thick Fat, 2. Huge Power, Sap Sipper (hidden ability)",2 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),88,Fast,"Fairy, Water 1","50% male, 50% female","10 (2,314–2,570 steps)",70,250,344,20,40,152,50,94,218,20,40,152,50,94,218,40,76,196,marill,254.0,Marill,183.0,Water,Fairy,Blue,Upright,False,False,False,False,False,['183']
627,Marowak,Ground,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),"1. Rock Head, 2. Lightning Rod, Battle Armor (hidden ability)",2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,marowak,159.0,Marowak,105.0,Ground,,Brown,Upright,False,False,False,False,False,['105']
628,Alolan Marowak,"Fire, Ghost",Bone Keeper Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),"1. Cursed Body, 2. Lightning Rod, Rock Head (hidden ability)",2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,alolan marowak,,,,,,,,,,,,,
629,Marshadow,"Fighting, Ghost",Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),1. Technician,"2 Attack, 1 Speed","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,125,229,383,80,148,284,90,166,306,90,166,306,125,229,383,marshadow,991.0,Marshadow,802.0,Fighting,Ghost,Gray,Humanoid,True,False,False,False,False,"['802_1', '802_2']"
630,Marshtomp,"Water, Ground",Mud Fish Pokémon,0.7 m (2′04″),28.0 kg (61.7 lbs),"1. Torrent, Damp (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,60,112,240,70,130,262,50,94,218,marshtomp,339.0,Marshtomp,259.0,Water,Ground,Blue,Upright,False,False,False,False,False,['259']
631,Maschiff,Dark,Rascal Pokémon,0.5 m (1′08″),16.0 kg (35.3 lbs),"1. Intimidate, 2. Run Away, Stakeout (hidden ability)",1 Attack,"150 (19.6% with PokéBall, full HP)",50 (normal),68,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,60,112,240,40,76,196,51,96,221,51,96,221,maschiff,,,,,,,,,,,,,
632,Masquerain,"Bug, Flying",Eyeball Pokémon,0.8 m (2′07″),3.6 kg (7.9 lbs),"1. Intimidate, Unnerve (hidden ability)","1 Sp. Atk, 1 Sp. Def","75 (9.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,60,112,240,62,116,245,100,184,328,82,152,289,80,148,284,masquerain,368.0,Masquerain,284.0,Bug,Flying,Blue,Bug-Wings,False,False,False,False,False,['284']
633,Maushold Family of Four,Normal,Family Pokémon,0.3 m (1′00″),2.8 kg (6.2 lbs),"1. Friend Guard, 2. Cheek Pouch, Technician (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Fairy, Field",Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,maushold family of four,,,,,,,,,,,,,
634,Maushold Family of Three,Normal,Family Pokémon,0.3 m (1′00″),2.3 kg (5.1 lbs),"1. Friend Guard, 2. Cheek Pouch, Technician (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Fairy, Field",Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,maushold family of three,,,,,,,,,,,,,
635,Mawile,"Steel, Fairy",Deceiver Pokémon,0.6 m (2′00″),11.5 kg (25.4 lbs),"1. Hyper Cutter, 2. Intimidate, Sheer Force (hidden ability)","1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),133,Fast,"Fairy, Field","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,85,157,295,55,103,229,55,103,229,50,94,218,mawile,388.0,Mawile,303.0,Steel,Fairy,Black,Humanoid,False,False,False,False,False,['303']
636,Mega Mawile,"Steel, Fairy",Deceiver Pokémon,1.0 m (3′03″),23.5 kg (51.8 lbs),1. Huge Power,"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),168,Fast,"Fairy, Field","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,105,193,339,125,229,383,55,103,229,95,175,317,50,94,218,mega mawile,,,,,,,,,,,,,
637,Medicham,"Fighting, Psychic",Meditate Pokémon,1.3 m (4′03″),31.5 kg (69.4 lbs),"1. Pure Power, Telepathy (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),144,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,80,148,284,medicham,395.0,Medicham,308.0,Fighting,Psychic,Red,Humanoid,False,False,False,False,False,['308']
638,Mega Medicham,"Fighting, Psychic",Meditate Pokémon,1.3 m (4′03″),31.5 kg (69.4 lbs),1. Pure Power,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),179,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,85,157,295,80,148,284,85,157,295,100,184,328,mega medicham,,,,,,,,,,,,,
639,Meditite,"Fighting, Psychic",Meditate Pokémon,0.6 m (2′00″),11.2 kg (24.7 lbs),"1. Pure Power, Telepathy (hidden ability)",1 Speed,"180 (23.5% with PokéBall, full HP)",50 (normal),56,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,40,76,196,55,103,229,40,76,196,55,103,229,60,112,240,meditite,394.0,Meditite,307.0,Fighting,Psychic,Blue,Humanoid,False,False,False,False,False,['307']
640,Meganium,Grass,Herb Pokémon,1.8 m (5′11″),100.5 kg (221.6 lbs),"1. Overgrow, Leaf Guard (hidden ability)","1 Defense, 2 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,82,152,289,100,184,328,83,153,291,100,184,328,80,148,284,meganium,224.0,Meganium,154.0,Grass,,Green,Quadruped,False,False,False,False,False,['154']
641,Melmetal,Steel,Hex Nut Pokémon,2.5 m (8′02″),800.0 kg (1763.7 lbs),1. Iron Fist,3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",135,380,474,143,261,423,143,261,423,80,148,284,65,121,251,34,65,183,melmetal,998.0,Melmetal,809.0,Steel,,Gray,Humanoid,True,False,False,False,False,['809_1']
642,Meloetta Aria Forme,"Normal, Psychic",Melody Pokémon,0.6 m (2′00″),6.5 kg (14.3 lbs),1. Serene Grace,"1 Sp. Atk, 1 Sp. Def, 1 Speed","3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,77,143,278,77,143,278,128,234,390,128,234,390,90,166,306,meloetta aria,785.0,Meloetta Aria,648.0,Normal,Psychic,White,Humanoid,True,False,False,False,False,['648-aria']
643,Meloetta Pirouette Forme,"Normal, Fighting",Melody Pokémon,0.6 m (2′00″),6.5 kg (14.3 lbs),1. Serene Grace,"1 Attack, 1 Defense, 1 Speed","3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,128,234,390,90,166,306,77,143,278,77,143,278,128,234,390,meloetta pirouette,786.0,Meloetta Pirouette,648.0,Normal,Fighting,White,Humanoid,True,False,False,False,False,['648-pirouette']
644,Meltan,Steel,Hex Nut Pokémon,0.2 m (0′08″),8.0 kg (17.6 lbs),1. Magnet Pull,1 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),150,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",46,202,296,65,121,251,65,121,251,55,103,229,35,67,185,34,65,183,meltan,997.0,Meltan,808.0,Steel,,Gray,Ball,True,False,False,False,False,['808']
645,Meowscarada,"Grass, Dark",Magician Pokémon,1.5 m (4′11″),31.2 kg (68.8 lbs),"1. Overgrow, Protean (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",76,262,356,110,202,350,70,130,262,81,150,287,70,130,262,123,225,379,meowscarada,,,,,,,,,,,,,
646,Meowstic Male,Psychic,Constraint Pokémon,0.6 m (2′00″),8.5 kg (18.7 lbs),"1. Keen Eye, 2. Infiltrator, Prankster (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"100% male, 0% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,meowstic male,820.0,Meowstic Male,678.0,Psychic,,Blue,Upright,False,False,False,False,False,['678m']
647,Meowstic Female,Psychic,Constraint Pokémon,0.6 m (2′00″),8.5 kg (18.7 lbs),"1. Keen Eye, 2. Infiltrator, Competitive (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"0% male, 100% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,meowstic female,819.0,Meowstic Female,678.0,Psychic,,Blue,Upright,False,False,False,False,False,['678f']
648,Meowth,Normal,Scratch Cat Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"1. Pickup, 2. Technician, Unnerve (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,35,67,185,40,76,196,40,76,196,90,166,306,meowth,85.0,Meowth,52.0,Normal,,Yellow,Quadruped,False,False,False,False,False,['52']
649,Alolan Meowth,Dark,Scratch Cat Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"1. Pickup, 2. Technician, Rattled (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,35,67,185,35,67,185,50,94,218,40,76,196,90,166,306,alolan meowth,,,,,,,,,,,,,
650,Galarian Meowth,Steel,Scratch Cat Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Pickup, 2. Tough Claws, Unnerve (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,55,103,229,40,76,196,40,76,196,40,76,196,galarian meowth,,,,,,,,,,,,,
651,Mesprit,Psychic,Emotion Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Levitate,"1 Attack, 1 Sp. Atk, 1 Sp. Def","3 (0.4% with PokéBall, full HP)",140 (higher than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",80,270,364,105,193,339,105,193,339,105,193,339,105,193,339,80,148,284,mesprit,601.0,Mesprit,481.0,Psychic,,Pink,Upright,True,False,False,False,False,['481']
652,Metagross,"Steel, Psychic",Iron Leg Pokémon,1.6 m (5′03″),550.0 kg (1212.5 lbs),"1. Clear Body, Light Metal (hidden ability)",3 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),270,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",80,270,364,135,247,405,130,238,394,95,175,317,90,166,306,70,130,262,metagross,475.0,Metagross,376.0,Steel,Psychic,Blue,Heads,False,False,False,False,False,['376']
653,Mega Metagross,"Steel, Psychic",Iron Leg Pokémon,2.5 m (8′02″),942.9 kg (2078.7 lbs),1. Tough Claws,3 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),315,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",80,270,364,145,265,427,150,274,438,105,193,339,110,202,350,110,202,350,mega metagross,,,,,,,,,,,,,
654,Metang,"Steel, Psychic",Iron Claw Pokémon,1.2 m (3′11″),202.5 kg (446.4 lbs),"1. Clear Body, Light Metal (hidden ability)",2 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),147,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",60,230,324,75,139,273,100,184,328,55,103,229,80,148,284,50,94,218,metang,474.0,Metang,375.0,Steel,Psychic,Blue,Arms,False,False,False,False,False,['375']
655,Metapod,Bug,Cocoon Pokémon,0.7 m (2′04″),9.9 kg (21.8 lbs),1. Shed Skin,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,20,40,152,55,103,229,25,49,163,25,49,163,30,58,174,metapod,17.0,Metapod,11.0,Bug,,Green,Squiggle,False,False,False,False,False,['11']
656,Mew,Psychic,New Species Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),1. Synchronize,3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),300,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,mew,221.0,Mew,151.0,Psychic,,Pink,Upright,True,False,False,False,False,['151']
657,Mewtwo,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),"1. Pressure, Unnerve (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,mewtwo,218.0,Mewtwo,150.0,Psychic,,Purple,Upright,True,False,False,False,False,['150']
658,Mega Mewtwo X,"Psychic, Fighting",Genetic Pokémon,2.3 m (7′07″),127.0 kg (280.0 lbs),1. Steadfast,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,190,346,526,100,184,328,154,281,447,100,184,328,130,238,394,mega mewtwo x,,,,,,,,,,,,,
659,Mega Mewtwo Y,Psychic,Genetic Pokémon,1.5 m (4′11″),33.0 kg (72.8 lbs),1. Insomnia,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,150,274,438,70,130,262,194,353,535,120,220,372,140,256,416,mega mewtwo y,,,,,,,,,,,,,
660,Mienfoo,Fighting,Martial Arts Pokémon,0.9 m (2′11″),20.0 kg (44.1 lbs),"1. Inner Focus, 2. Regenerator, Reckless (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),70,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,85,157,295,50,94,218,55,103,229,50,94,218,65,121,251,mienfoo,750.0,Mienfoo,619.0,Fighting,,Yellow,Upright,False,False,False,False,False,['619']
661,Mienshao,Fighting,Martial Arts Pokémon,1.4 m (4′07″),35.5 kg (78.3 lbs),"1. Inner Focus, 2. Regenerator, Reckless (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,125,229,383,60,112,240,95,175,317,60,112,240,105,193,339,mienshao,751.0,Mienshao,620.0,Fighting,,Purple,Upright,False,False,False,False,False,['620']
662,Mightyena,Dark,Bite Pokémon,1.0 m (3′03″),37.0 kg (81.6 lbs),"1. Intimidate, 2. Quick Feet, Moxie (hidden ability)",2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),147,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,90,166,306,70,130,262,60,112,240,60,112,240,70,130,262,mightyena,343.0,Mightyena,262.0,Dark,,Gray,Quadruped,False,False,False,False,False,['262']
663,Milcery,Fairy,Cream Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),"1. Sweet Veil, Aroma Veil (hidden ability)",1 Sp. Def,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"Amorphous, Fairy","0% male, 100% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,40,76,196,50,94,218,61,114,243,34,65,183,milcery,1074.0,Milcery,868.0,Fairy,,White,Ball,False,False,False,False,False,['868']
664,Milotic,Water,Tender Pokémon,6.2 m (20′04″),162.0 kg (357.1 lbs),"1. Marvel Scale, 2. Competitive, Cute Charm (hidden ability)",2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),189,Erratic,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,60,112,240,79,146,282,100,184,328,125,229,383,81,150,287,milotic,442.0,Milotic,350.0,Water,,Pink,Squiggle,False,False,False,False,False,['350']
665,Miltank,Normal,Milk Cow Pokémon,1.2 m (3′11″),75.5 kg (166.4 lbs),"1. Thick Fat, 2. Scrappy, Sap Sipper (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"0% male, 100% female","20 (4,884–5,140 steps)",95,300,394,80,148,284,105,193,339,40,76,196,70,130,262,100,184,328,miltank,318.0,Miltank,241.0,Normal,,Pink,Upright,False,False,False,False,False,['241']
666,Mime Jr.,"Psychic, Fairy",Mime Pokémon,0.6 m (2′00″),13.0 kg (28.7 lbs),"1. Soundproof, 2. Filter, Technician (hidden ability)",1 Sp. Def,"145 (19.0% with PokéBall, full HP)",50 (normal),62,Medium Fast,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",20,150,244,25,49,163,45,85,207,70,130,262,90,166,306,60,112,240,mime jr.,,,,,,,,,,,,,
667,Mimikyu,"Ghost, Fairy",Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),1. Disguise,2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,90,166,306,80,148,284,50,94,218,105,193,339,96,177,320,mimikyu,,,,,,,,,,,,,
668,Minccino,Normal,Chinchilla Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),"1. Cute Charm, 2. Technician, Skill Link (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Fast,Field,"25% male, 75% female","15 (3,599–3,855 steps)",55,220,314,50,94,218,40,76,196,40,76,196,40,76,196,75,139,273,minccino,702.0,Minccino,572.0,Normal,,Gray,Quadruped,False,False,False,False,False,['572']
669,Minior Meteor Form,"Rock, Flying",Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),1. Shields Down,"1 Defense, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,minior meteor form,,,,,,,,,,,,,
670,Minior Core Form,"Rock, Flying",Meteor Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Shields Down,"1 Attack, 1 Sp. Atk","30 (3.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,100,184,328,60,112,240,100,184,328,60,112,240,120,220,372,minior core form,,,,,,,,,,,,,
671,Minun,Electric,Cheering Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"1. Minus, Volt Absorb (hidden ability)",1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,50,94,218,75,139,273,85,157,295,95,175,317,minun,401.0,Minun,312.0,Electric,,Yellow,Upright,False,False,False,False,False,['312']
672,Miraidon,"Electric, Dragon",Paradox Pokémon,3.5 m (11′06″),240.0 kg (529.1 lbs),1. Hadron Engine,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",100,310,404,85,157,295,100,184,328,135,247,405,115,211,361,135,247,405,miraidon,,,,,,,,,,,,,
673,Misdreavus,Ghost,Screech Pokémon,0.7 m (2′04″),1.0 kg (2.2 lbs),1. Levitate,1 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),87,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",60,230,324,60,112,240,60,112,240,85,157,295,85,157,295,85,157,295,misdreavus,272.0,Misdreavus,200.0,Ghost,,Gray,Ball,False,False,False,False,False,['200']
674,Mismagius,Ghost,Magical Pokémon,0.9 m (2′11″),4.4 kg (9.7 lbs),1. Levitate,"1 Sp. Atk, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",35 (lower than normal),173,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",60,230,324,60,112,240,60,112,240,105,193,339,105,193,339,105,193,339,mismagius,540.0,Mismagius,429.0,Ghost,,Purple,Ball,False,False,False,False,False,['429']
675,Moltres,"Fire, Flying",Flame Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),"1. Pressure, Flame Body (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,100,184,328,90,166,306,125,229,383,85,157,295,90,166,306,moltres,213.0,Moltres,146.0,Fire,Flying,Yellow,Wings,True,False,False,False,False,['146']
676,Galarian Moltres,"Dark, Flying",Malevolent Pokémon,2.0 m (6′07″),66.0 kg (145.5 lbs),1. Berserk,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,85,157,295,90,166,306,100,184,328,125,229,383,90,166,306,galarian moltres,,,,,,,,,,,,,
677,Monferno,"Fire, Fighting",Playful Pokémon,0.9 m (2′11″),22.0 kg (48.5 lbs),"1. Blaze, Iron Fist (hidden ability)","1 Sp. Atk, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",64,238,332,78,144,280,52,98,223,78,144,280,52,98,223,81,150,287,monferno,499.0,Monferno,391.0,Fire,Fighting,Brown,Upright,False,False,False,False,False,['391']
678,Morelull,"Grass, Fairy",Illuminating Pokémon,0.2 m (0′08″),1.5 kg (3.3 lbs),"1. Illuminate, 2. Effect Spore, Rain Dish (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,35,67,185,55,103,229,65,121,251,75,139,273,15,31,141,morelull,921.0,Morelull,755.0,Grass,Fairy,Purple,Blob,False,False,False,False,False,['755']
