,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
564,1.2 m (3′11″),20.5 kg (45.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,103,189,335,80,148,284,70,130,262,80,148,284,92,170,311,leavanny,Leavanny,Bug,Grass,Yellow,Humanoid,False,False,False,False,False,leavanny
565,0.5 m (1′08″),10.2 kg (22.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",54,218,312,45,85,207,40,76,196,35,67,185,45,85,207,35,67,185,lechonk,Fletchling,Normal,,Red,Wings,,,,,,lechonk
566,1.4 m (4′07″),35.6 kg (78.5 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),137,Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,35,67,185,50,94,218,55,103,229,110,202,350,85,157,295,ledian,Ledian,Bug,Flying,Red,Wings,False,False,False,False,False,ledian
567,1.0 m (3′03″),10.8 kg (23.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),53,Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,20,40,152,30,58,174,40,76,196,80,148,284,55,103,229,ledyba,Ledyba,Bug,Flying,Red,Wings,False,False,False,False,False,ledyba
568,1.7 m (5′07″),140.0 kg (308.6 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),180,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,85,157,295,95,175,317,80,148,284,95,175,317,50,94,218,lickilicky,Lickilicky,Normal,,Pink,Humanoid,False,False,False,False,False,lickilicky
569,1.2 m (3′11″),65.5 kg (144.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,55,103,229,75,139,273,60,112,240,75,139,273,30,58,174,lickitung,Lickitung,Normal,,Pink,Upright,False,False,False,False,False,lickitung
570,1.1 m (3′07″),37.5 kg (82.7 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),156,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",64,238,332,88,162,302,50,94,218,88,162,302,50,94,218,106,195,342,liepard,Liepard,Dark,,Purple,Quadruped,False,False,False,False,False,liepard
571,1.0 m (3′03″),23.8 kg (52.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,Water 3,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",66,242,336,41,78,199,77,143,278,61,114,243,87,161,300,23,45,159,lileep,Lileep,Rock,Grass,Purple,Blob,False,False,False,False,False,lileep
572,1.1 m (3′07″),16.3 kg (35.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,60,112,240,75,139,273,110,202,350,75,139,273,90,166,306,lilligant,Lilligant,Grass,,Green,Blob,False,False,False,False,False,lilligant
573,1.2 m (3′11″),19.2 kg (42.3 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,105,193,339,75,139,273,50,94,218,75,139,273,105,193,339,hisuian lilligant,Lilligant,Grass,,Green,Blob,,,,,,lilligant
574,0.4 m (1′04″),4.1 kg (9.0 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),55,Medium Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,60,112,240,45,85,207,25,49,163,45,85,207,55,103,229,lillipup,Lillipup,Normal,,Brown,Quadruped,False,False,False,False,False,lillipup
575,0.5 m (1′08″),32.5 kg (71.7 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),147,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",78,266,360,70,130,262,61,114,243,50,94,218,61,114,243,100,184,328,linoone,Linoone,Normal,,White,Quadruped,False,False,False,False,False,linoone
576,0.5 m (1′08″),32.5 kg (71.7 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),147,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",78,266,360,70,130,262,61,114,243,50,94,218,61,114,243,100,184,328,galarian linoone,Linoone,Normal,,White,Quadruped,,,,,,linoone
577,0.6 m (2′00″),13.5 kg (29.8 lbs),"220 (28.8% with PokéBall, full HP)",50 (normal),74,Medium Slow,Field,"12.5% male, 87.5% female","20 (4,884–5,140 steps)",62,234,328,50,94,218,58,108,236,73,135,269,54,101,227,72,134,267,litleo,Litleo,Fire,Normal,Brown,Quadruped,False,False,False,False,False,litleo
578,0.4 m (1′04″),4.3 kg (9.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",45,200,294,65,121,251,40,76,196,60,112,240,40,76,196,70,130,262,litten,Litten,Fire,,Red,Quadruped,False,False,False,False,False,litten
579,0.3 m (1′00″),3.1 kg (6.8 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,30,58,174,55,103,229,65,121,251,55,103,229,20,40,152,litwick,Litwick,Ghost,Fire,White,Blob,False,False,False,False,False,litwick
580,1.0 m (3′03″),17.5 kg (38.6 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),158,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",71,252,346,102,188,333,78,144,280,52,98,223,55,103,229,92,170,311,lokix,Slowking,Water,,Pink,Upright,,,,,,lokix
581,1.2 m (3′11″),32.5 kg (71.7 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Grass, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,50,94,218,50,94,218,60,112,240,70,130,262,50,94,218,lombre,Lombre,Water,Grass,Green,Humanoid,False,False,False,False,False,lombre
582,1.2 m (3′11″),33.3 kg (73.4 lbs),"60 (7.8% with PokéBall, full HP)",140 (higher than normal),168,Medium Fast,"Field, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,76,141,276,84,155,293,54,101,227,96,177,320,105,193,339,lopunny,Lopunny,Normal,,Brown,Upright,False,False,False,False,False,lopunny
583,1.3 m (4′03″),28.3 kg (62.4 lbs),"60 (7.8% with PokéBall, full HP)",140 (higher than normal),203,Medium Fast,"Field, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,136,249,408,94,173,315,54,101,227,96,177,320,135,247,405,mega lopunny,Lopunny,Normal,,Brown,Upright,,,,,,lopunny
584,0.5 m (1′08″),2.6 kg (5.7 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),44,Medium Slow,"Grass, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,30,58,174,30,58,174,40,76,196,50,94,218,30,58,174,lotad,Lotad,Water,Grass,Green,Armor,False,False,False,False,False,lotad
585,1.0 m (3′03″),40.5 kg (89.3 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),126,Medium Slow,"Field, Monster","50% male, 50% female","20 (4,884–5,140 steps)",84,278,372,71,132,265,43,81,203,71,132,265,43,81,203,48,90,214,loudred,Loudred,Normal,,Blue,Upright,False,False,False,False,False,loudred
586,1.2 m (3′11″),54.0 kg (119.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","25 (6,169–6,425 steps)",70,250,344,110,202,350,70,130,262,115,211,361,70,130,262,90,166,306,lucario,Lucario,Fighting,Steel,Blue,Upright,False,False,False,False,False,lucario
587,1.3 m (4′03″),57.5 kg (126.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),219,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","25 (6,169–6,425 steps)",70,250,344,145,265,427,88,162,302,140,256,416,70,130,262,112,206,355,mega lucario,Lucario,Fighting,,Blue,Upright,,,,,,lucario
588,1.5 m (4′11″),55.0 kg (121.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,"Grass, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,70,130,262,70,130,262,90,166,306,100,184,328,70,130,262,ludicolo,Ludicolo,Water,Grass,Green,Humanoid,False,False,False,False,False,ludicolo
589,5.2 m (17′01″),216.0 kg (476.2 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,90,166,306,130,238,394,90,166,306,154,281,447,110,202,350,lugia,Lugia,Psychic,Flying,White,Wings,True,False,False,False,False,lugia
590,1.2 m (3′11″),24.0 kg (52.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),161,Erratic,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,69,128,260,76,141,276,69,128,260,86,159,298,91,168,309,lumineon,Lumineon,Water,,Blue,Fish,False,False,False,False,False,lumineon
591,4.0 m (13′01″),120.0 kg (264.6 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",137,384,478,113,207,357,89,164,304,137,251,410,107,197,344,97,179,322,lunala,Lunala,Psychic,Ghost,Purple,Wings,True,False,False,False,False,lunala
592,1.0 m (3′03″),168.0 kg (370.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",90,290,384,55,103,229,65,121,251,95,175,317,85,157,295,70,130,262,lunatone,Lunatone,Rock,Psychic,Yellow,Ball,False,False,False,False,False,lunatone
593,0.9 m (2′11″),18.5 kg (40.8 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,105,193,339,90,166,306,80,148,284,90,166,306,45,85,207,lurantis,Lurantis,Grass,,Pink,Humanoid,False,False,False,False,False,lurantis
594,0.6 m (2′00″),8.7 kg (19.2 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),116,Fast,Water 2,"25% male, 75% female","20 (4,884–5,140 steps)",43,196,290,30,58,174,55,103,229,40,76,196,65,121,251,97,179,322,luvdisc,Luvdisc,Water,,Pink,Fish,False,False,False,False,False,luvdisc
595,0.9 m (2′11″),30.5 kg (67.2 lbs),"120 (15.7% with PokéBall, full HP)",100 (higher than normal),127,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,85,157,295,49,92,216,60,112,240,49,92,216,60,112,240,luxio,Luxio,Electric,,Blue,Quadruped,False,False,False,False,False,luxio
596,1.4 m (4′07″),42.0 kg (92.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),262,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,79,146,282,95,175,317,79,146,282,70,130,262,luxray,Luxray,Electric,,Blue,Quadruped,False,False,False,False,False,luxray
597,0.8 m (2′07″),25.0 kg (55.1 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,115,211,361,65,121,251,55,103,229,65,121,251,112,206,355,lycanroc midday form,Volcarona,Bug,,White,Bug-Wings,,,,,,lycanroc midday
598,1.1 m (3′07″),25.0 kg (55.1 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,115,211,361,75,139,273,55,103,229,75,139,273,82,152,289,lycanroc midnight form,Corviknight,Flying,,Purple,Wings,,,,,,lycanroc midnight
599,0.8 m (2′07″),25.0 kg (55.1 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,117,215,366,65,121,251,55,103,229,65,121,251,110,202,350,lycanroc dusk form,Lucario,Fighting,,Blue,Upright,,,,,,lycanroc dusk
600,1.1 m (3′07″),61.0 kg (134.5 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,90,166,306,60,112,240,70,130,262,85,157,295,mabosstiff,Gossifleur,Grass,,Green,Blob,,,,,,mabosstiff
601,1.6 m (5′03″),130.0 kg (286.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",90,290,384,130,238,394,80,148,284,65,121,251,85,157,295,55,103,229,machamp,Machamp,Fighting,,Gray,Humanoid,False,False,False,False,False,machamp
602,1.5 m (4′11″),70.5 kg (155.4 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",80,270,364,100,184,328,70,130,262,50,94,218,60,112,240,45,85,207,machoke,Machoke,Fighting,,Gray,Humanoid,False,False,False,False,False,machoke
603,0.8 m (2′07″),19.5 kg (43.0 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),61,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",70,250,344,80,148,284,50,94,218,35,67,185,35,67,185,35,67,185,machop,Machop,Fighting,,Gray,Upright,False,False,False,False,False,machop
604,0.7 m (2′04″),21.4 kg (47.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),73,Medium Fast,Undiscovered,"75% male, 25% female","25 (6,169–6,425 steps)",45,200,294,75,139,273,37,71,190,70,130,262,55,103,229,83,153,291,magby,Magby,Fire,,Red,Upright,False,False,False,False,False,magby
605,0.8 m (2′07″),55.0 kg (121.3 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),151,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,120,220,372,90,166,306,80,148,284,30,58,174,magcargo,Magcargo,Fire,Rock,Red,Squiggle,False,False,False,False,False,magcargo
606,1.0 m (3′03″),80.5 kg (177.5 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",80,270,364,95,175,317,115,211,361,130,238,394,115,211,361,65,121,251,magearna,Magearna,Steel,Fairy,Gray,Humanoid,True,False,False,False,False,magearna
607,0.9 m (2′11″),10.0 kg (22.0 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),40,Slow,"Dragon, Water 2","50% male, 50% female","5 (1,029–1,285 steps)",20,150,244,10,22,130,55,103,229,15,31,141,20,40,152,80,148,284,magikarp,Magikarp,Water,,Red,Fish,False,False,False,False,False,magikarp
608,1.3 m (4′03″),44.5 kg (98.1 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,Human-Like,"75% male, 25% female","25 (6,169–6,425 steps)",65,240,334,95,175,317,57,107,234,100,184,328,85,157,295,93,171,313,magmar,Magmar,Fire,,Red,Upright,False,False,False,False,False,magmar
609,1.6 m (5′03″),68.0 kg (149.9 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),243,Medium Fast,Human-Like,"75% male, 25% female","25 (6,169–6,425 steps)",75,260,354,95,175,317,67,125,256,125,229,383,95,175,317,83,153,291,magmortar,Magmortar,Fire,,Red,Upright,False,False,False,False,False,magmortar
610,0.3 m (1′00″),6.0 kg (13.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",25,160,254,35,67,185,70,130,262,95,175,317,55,103,229,45,85,207,magnemite,Magnemite,Electric,Steel,Gray,Arms,False,False,False,False,False,magnemite
611,1.0 m (3′03″),60.0 kg (132.3 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",50,210,304,60,112,240,95,175,317,120,220,372,70,130,262,70,130,262,magneton,Magneton,Electric,Steel,Gray,Heads,False,False,False,False,False,magneton
612,1.2 m (3′11″),180.0 kg (396.8 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),268,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",70,250,344,70,130,262,115,211,361,130,238,394,90,166,306,60,112,240,magnezone,Magnezone,Electric,Steel,Gray,Arms,False,False,False,False,False,magnezone
613,1.0 m (3′03″),86.4 kg (190.5 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),47,Fluctuating,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",72,254,348,60,112,240,30,58,174,20,40,152,30,58,174,25,49,163,makuhita,Makuhita,Fighting,,Yellow,Humanoid,False,False,False,False,False,makuhita
614,1.5 m (4′11″),47.0 kg (103.6 lbs),"80 (10.5% with PokéBall, full HP)",50 (normal),169,Medium Fast,"Water 1, Water 2","50% male, 50% female","20 (4,884–5,140 steps)",86,282,376,92,170,311,88,162,302,68,126,258,75,139,273,73,135,269,malamar,Malamar,Dark,Psychic,Blue,Blob,False,False,False,False,False,malamar
615,2.5 m (8′02″),291.0 kg (641.5 lbs),"50 (6.5% with PokéBall, full HP)",50 (normal),239,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,130,238,394,80,148,284,70,130,262,60,112,240,80,148,284,mamoswine,Mamoswine,Ice,Ground,Brown,Quadruped,False,False,False,False,False,mamoswine
616,0.3 m (1′00″),1.4 kg (3.1 lbs),"3 (0.4% with PokéBall, full HP)",50 (normal),270,Slow,"Fairy, Water 1",Genderless,"10 (2,314–2,570 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,manaphy,Manaphy,Water,,Blue,Humanoid,True,False,False,False,False,manaphy
617,1.2 m (3′11″),39.5 kg (87.1 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),179,Slow,Flying,"0% male, 100% female","20 (4,884–5,140 steps)",110,330,424,65,121,251,105,193,339,55,103,229,95,175,317,80,148,284,mandibuzz,Mandibuzz,Dark,Flying,Brown,Wings,False,False,False,False,False,mandibuzz
618,1.5 m (4′11″),40.2 kg (88.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),166,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,60,112,240,105,193,339,60,112,240,105,193,339,manectric,Manectric,Electric,,Yellow,Quadruped,False,False,False,False,False,manectric
619,1.8 m (5′11″),44.0 kg (97.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),201,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,80,148,284,135,247,405,80,148,284,135,247,405,mega manectric,Manectric,Electric,,Yellow,Quadruped,,,,,,manectric
620,0.5 m (1′08″),28.0 kg (61.7 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,80,148,284,35,67,185,35,67,185,45,85,207,70,130,262,mankey,Mankey,Fighting,,Brown,Upright,False,False,False,False,False,mankey
621,2.1 m (6′11″),220.0 kg (485.0 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),170,Slow,Water 1,"50% male, 50% female","25 (6,169–6,425 steps)",85,280,374,40,76,196,70,130,262,80,148,284,140,256,416,70,130,262,mantine,Mantine,Water,Flying,Purple,Wings,False,False,False,False,False,mantine
622,1.0 m (3′03″),65.0 kg (143.3 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),69,Slow,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,20,40,152,50,94,218,60,112,240,120,220,372,50,94,218,mantyke,Mantyke,Water,Flying,Blue,Wings,False,False,False,False,False,mantyke
623,1.0 m (3′03″),28.0 kg (61.7 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,86,159,298,67,125,256,106,195,342,67,125,256,60,112,240,maractus,Maractus,Grass,,Green,Blob,False,False,False,False,False,maractus
624,0.4 m (1′04″),8.0 kg (17.6 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,62,116,245,43,81,203,52,98,223,45,85,207,mareanie,Mareanie,Poison,Water,Blue,Blob,False,False,False,False,False,mareanie
625,0.6 m (2′00″),7.8 kg (17.2 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),56,Medium Slow,"Field, Monster","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,40,76,196,40,76,196,65,121,251,45,85,207,35,67,185,mareep,Mareep,Electric,,White,Quadruped,False,False,False,False,False,mareep
626,0.4 m (1′04″),8.5 kg (18.7 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),88,Fast,"Fairy, Water 1","50% male, 50% female","10 (2,314–2,570 steps)",70,250,344,20,40,152,50,94,218,20,40,152,50,94,218,40,76,196,marill,Marill,Water,Fairy,Blue,Upright,False,False,False,False,False,marill
627,1.0 m (3′03″),45.0 kg (99.2 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,marowak,Marowak,Ground,,Brown,Upright,False,False,False,False,False,marowak
628,1.0 m (3′03″),34.0 kg (75.0 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,alolan marowak,Marowak,Ground,,Brown,Upright,,,,,,marowak
629,0.7 m (2′04″),22.2 kg (48.9 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,125,229,383,80,148,284,90,166,306,90,166,306,125,229,383,marshadow,Marshadow,Fighting,Ghost,Gray,Humanoid,True,False,False,False,False,marshadow
630,0.7 m (2′04″),28.0 kg (61.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,60,112,240,70,130,262,50,94,218,marshtomp,Marshtomp,Water,Ground,Blue,Upright,False,False,False,False,False,marshtomp
631,0.5 m (1′08″),16.0 kg (35.3 lbs),"150 (19.6% with PokéBall, full HP)",50 (normal),68,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,60,112,240,40,76,196,51,96,221,51,96,221,maschiff,Jirachi,Steel,,Yellow,Humanoid,,,,,,maschiff
632,0.8 m (2′07″),3.6 kg (7.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,60,112,240,62,116,245,100,184,328,82,152,289,80,148,284,masquerain,Masquerain,Bug,Flying,Blue,Bug-Wings,False,False,False,False,False,masquerain
633,0.3 m (1′00″),2.8 kg (6.2 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Fairy, Field",Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,maushold family of four,Calyrex Shadow Rider,Psychic,,Green,Humanoid,,,,,,maushold family of four
634,0.3 m (1′00″),2.3 kg (5.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Fairy, Field",Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,maushold family of three,Aegislash Blade,Steel,,Brown,Blob,,,,,,maushold family of three
635,0.6 m (2′00″),11.5 kg (25.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),133,Fast,"Fairy, Field","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,85,157,295,55,103,229,55,103,229,50,94,218,mawile,Mawile,Steel,Fairy,Black,Humanoid,False,False,False,False,False,mawile
636,1.0 m (3′03″),23.5 kg (51.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),168,Fast,"Fairy, Field","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,105,193,339,125,229,383,55,103,229,95,175,317,50,94,218,mega mawile,Mawile,Steel,,Black,Humanoid,,,,,,mawile
637,1.3 m (4′03″),31.5 kg (69.4 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),144,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,80,148,284,medicham,Medicham,Fighting,Psychic,Red,Humanoid,False,False,False,False,False,medicham
638,1.3 m (4′03″),31.5 kg (69.4 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),179,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,85,157,295,80,148,284,85,157,295,100,184,328,mega medicham,Medicham,Fighting,,Red,Humanoid,,,,,,medicham
639,0.6 m (2′00″),11.2 kg (24.7 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),56,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,40,76,196,55,103,229,40,76,196,55,103,229,60,112,240,meditite,Meditite,Fighting,Psychic,Blue,Humanoid,False,False,False,False,False,meditite
640,1.8 m (5′11″),100.5 kg (221.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,82,152,289,100,184,328,83,153,291,100,184,328,80,148,284,meganium,Meganium,Grass,,Green,Quadruped,False,False,False,False,False,meganium
641,2.5 m (8′02″),800.0 kg (1763.7 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",135,380,474,143,261,423,143,261,423,80,148,284,65,121,251,34,65,183,melmetal,Melmetal,Steel,,Gray,Humanoid,True,False,False,False,False,melmetal
642,0.6 m (2′00″),6.5 kg (14.3 lbs),"3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,77,143,278,77,143,278,128,234,390,128,234,390,90,166,306,meloetta aria,Meloetta Aria,Normal,Psychic,White,Humanoid,True,False,False,False,False,meloetta aria
643,0.6 m (2′00″),6.5 kg (14.3 lbs),"3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,128,234,390,90,166,306,77,143,278,77,143,278,128,234,390,meloetta pirouette,Meloetta Pirouette,Normal,Fighting,White,Humanoid,True,False,False,False,False,meloetta pirouette
644,0.2 m (0′08″),8.0 kg (17.6 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),150,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",46,202,296,65,121,251,65,121,251,55,103,229,35,67,185,34,65,183,meltan,Meltan,Steel,,Gray,Ball,True,False,False,False,False,meltan
